id,landmarks
37831e83ec68679e,4555 0.332051
378399347f610f3b,2925 0.600784
378462cca9c8c05b,4013 0.256123
3784aed87d3d5228,11784 0.0917652
3784e09ec5b0ab3a,7615 0.000705656
3785f43595201730,10710 0.417895
3786333835a5535a,3034 0.67123
37874ae1ba5015dc,1002 0.715357
3787a2d3030d2e1f,13707 0.108693
37880f29368fdf0f,4305 0.128397
3788373d86cfce99,1393 0.319088
378847b5c360ab04,6194 0.771686
3789868d0905e89e,9027 0.73668
378a59c21a7c2fa5,2341 0.755125
378afcec21519134,12090 0.626255
378c1d552fac27ca,10460 0.786109
378cca025de7cdb3,8029 0.0131369
378d09480e008edc,11709 0.194575
378d7c1753df946d,1834 0.213103
378d8c2f474678c8,6476 0.598164
378ef61e486210e2,5367 0.303022
3790778186e00eaf,8734 0.535335
379082c2bef1d6c0,6125 0.922954
37923a53ca975182,7363 0.378253
3792e546f3b187b7,5358 0.510079
37930594dd52a81b,3015 0.147915
379328cedf4c185c,6219 0.401947
379351dcd02a4937,3420 0.411332
3794061f131a4e95,10932 0.623277
3794ad4215b24313,341 0.650271
3795323cfc2ba917,8648 0.998405
37956b48d65e530e,2444 0.3513
37960a4a159148eb,7935 0.128419
379676927e88f602,11825 0.511593
3796e497e4c1a224,5512 0.409715
37972922b4efa381,3649 0.443196
37981a23e1fd9738,8913 0.0527986
3799f366e3e8ab54,6651 0.313705
379a03ba47a621a6,11781 0.144502
379a303e42fccca2,364 0.47001
379c65998109fdf7,3924 0.311173
379d6d0a5829cc5d,11671 0.130234
379d93ec27b3589b,9446 0.947984
379dc4b2bba11d9e,8521 0.442995
379df7975861d104,11781 0.179441
379e6463737134aa,11222 0.086744
379ee62a47b2350b,13900 0.0946896
379f13cefb2960d6,2145 0.126045
379fff4d52fbd851,12090 0.343103
37a0fee8a6dc4304,8708 0.492897
37a1082f109d1e6b,6916 0.0456378
37a1751b347eb06a,2715 0.641598
37a1b6a61211b2ab,6051 0.0240025
37a1b92e8ef5ba33,10763 0.980476
37a25e5d95208d85,5367 0.582522
37a264c4f9c22861,4954 0.261443
37a2da52d2aa38f6,877 0.279073
37a2efac048c1ff9,526 0.103443
37a3404da33218dd,4296 0.993123
37a370cf3daa8cdf,8444 0.0835012
37a3a1488456b34f,10359 0.237148
37a42346c7622c69,6991 0.113873
37a4dfb89d7256c3,4985 0.72748
37a4e2e6a4355d53,6051 0.0130944
37a5867ec0f0bd98,14605 0.534944
37a5981c334fbdbf,14044 0.837432
37a59cac0a080e66,6916 0.93286
37a66e2c2bc6b106,12003 0.106365
37a68790f5ba55e7,7008 1.0
37a7f2870c470e0c,81 0.614269
37a84e2f951c540e,9434 0.0323764
37a9578a685246b8,12786 0.2938
37a9635c174c1841,6484 0.959201
37a96e3e59ce27c5,14790 0.00562143
37a9b105bbf2a526,10201 0.984529
37aa017a1885f3b1,2743 0.0158086
37aa79c9eae67670,13678 0.134597
37aa87434b180d6e,1876 0.269786
37aab1b7a872c2b3,5166 0.50043
37aacae2722c8dd7,10083 0.328018
37ab372da040fd74,14937 0.250336
37ab8098218a3459,10536 0.00975605
37abf76992f098a5,2341 0.277435
37ac5294a01a44ef,5166 0.609042
37acae93e82ee912,4865 0.132866
37ad27bd536cb0a4,10291 0.728423
37adeb7ed9458ff6,6051 0.157247
37aee6e6eb54e4d1,1430 0.442648
37af2ae925fc3895,6129 0.770039
37af8dae9adaaf33,9737 0.512945
37b04b60d02ea96a,3965 0.326487
37b078d9e793f3a6,11170 0.17269
37b09f64b26609ec,10184 0.475207
37b0b30a0d993e90,14181 0.495195
37b0e15d6340775e,12868 0.976628
37b1c8da34d17e25,10387 0.470662
37b1fe6ee2829f51,11446 0.0156358
37b2d42948e91924,12090 0.999978
37b3b372b7fef1a5,3088 0.323364
37b42a2602a45035,7922 0.916549
37b459b40bbff0b9,8487 0.159677
37b485ce16a56737,3736 0.338374
37b4fa5258f89d0d,5545 0.127442
37b5d68252829859,13851 0.129975
37b627b289c4ee3d,9738 0.00382706
37b72232ed1980db,10845 0.286011
37b7d0deca2cedfd,7780 0.0118172
37b99c3c2994d4da,12090 0.307574
37ba2791a460f917,10536 0.8068
37ba2a8e086bd6f8,1403 0.00352818
37ba6aa775f07995,6893 0.0513322
37bc28bd29b86a79,11321 0.478366
37bd287eaacb135d,14899 0.0228618
37bd4306515dec8b,8739 0.0154407
37bdb23d2072d384,10101 0.976542
37beacae7d648247,12520 0.209307
37bec7d29fbff9a7,6651 0.0172321
37bfd1d7a0770a74,7148 0.0548237
37c0787b9f5088ab,4131 0.254131
37c107324854564d,8793 0.097416
37c1086c14f8fecf,14574 0.363673
37c11f74f49318e8,2730 0.150794
37c1b44b6123c98f,9738 0.572625
37c1da8e731e3463,3525 0.27444
37c1f21af5f173fd,11099 0.0119399
37c2425c2a1804ab,1203 0.775305
37c2f455dd24801b,3324 0.318097
37c3bcb13f9c6c75,9258 0.351811
37c3ea5287cb2ec5,
37c462ed77a892cd,8459 0.04689
37c54d0fd03c7ab0,6051 0.852733
37c6010ba76dabfc,9546 0.523697
37c6977f282fc1a5,9333 0.137451
37c8a0463a4f6b66,7285 0.0246756
37ca1bcc282d5aa3,8264 0.0917881
37cab33bb7e1b836,7215 0.331073
37cc709f7bb848d8,2611 0.250022
37ccacb599b19918,14493 0.00863972
37ccbe8dda8a0113,12124 0.480559
37cd8b27a21c6cc8,12460 0.976082
37ce2405c42c4f54,5906 0.146965
37ce45183f186dd1,3272 0.0012112
37d00775c8f93163,2090 0.417209
37d024d0417ccbd7,1358 0.00174611
37d04de03f22f028,11673 0.454653
37d0c1a51f109f96,5076 0.0959346
37d103123047f384,6051 0.540821
37d16545b82e305b,10267 0.947065
37d22939452c2928,3748 0.224067
37d2b9fa68bfcd87,6051 0.00337458
37d2f2ed4673393b,9935 0.00100209
37d2f3672c2f7165,10034 0.250406
37d35dd1e96caa47,3497 0.0682255
37d48261e7d7fef5,11784 0.00302124
37d585cb1711ba51,7441 0.380849
37d628a374d9d0a8,6651 0.536266
37d679f9cd76bb53,10519 0.262052
37d6ae3900df31de,5021 0.309272
37d6f72ba4ead8ad,11492 0.130262
37d7047ac9c1717e,12090 0.596032
37d74cd0fb581b89,11439 0.445379
37d81a7cde713d80,4074 0.523986
37d8545c5f9f1c7e,10664 0.226365
37d8b5c7d9eb05e5,14181 0.43738
37d8ced16e303b69,6430 0.783099
37db3b1935be12c8,5545 0.468971
37dc2ddf0bb6db29,6125 0.243415
37dcc55ce2c4a0e3,6476 0.242527
37dcfe639d4395ca,12519 0.462474
37df6cd25ba5f62b,3497 0.167095
37e0d75bbde2ef45,14910 0.18964
37e125999c2e4160,13966 0.164707
37e13aca6d57c747,5166 0.276882
37e15430ed2782a1,7298 0.999834
37e256f0ac4f5977,4131 0.149737
37e2642fcb2cee0c,6029 0.571458
37e3286524987aa5,7298 0.256412
37e33170e9696f64,623 0.110867
37e4369baaea4456,1054 0.225818
37e4933062bd689e,7130 0.601751
37e4bff257a8bf2e,14164 0.777545
37e595474cc9061d,13707 0.384812
37e6f8ab4790e025,12424 0.0573562
37e71009fff2bbbe,11643 0.947848
37e83d1e4e02e610,11621 0.038448
37e9151444cc41a0,9399 0.359419
37e955536e3a443b,878 0.960547
37e9c6990a136d92,6051 0.97781
37e9d0af06efa27b,13353 0.0851467
37eaaf205c9c360a,7268 0.137234
37eb42ee0c6f34b1,11079 0.0487924
37ebb592a5b319a7,136 0.944312
37ebe41796f69118,1403 0.502352
37ec8f99da636b6c,7000 0.913347
37ed1e6d43c49a4e,6687 0.178319
37ed865fcfbdad8d,1891 0.578074
37ee34c4c637168d,6558 0.828044
37ee3ede9ddf8a68,2972 0.338858
37ee48c44dd64fe5,218 0.526831
37eea37a29c971ed,11105 0.361587
37eeb74f2c9d89c8,12079 0.00156896
37efba1c9ab66cdd,5545 0.593438
37efcd801d0a496c,9179 0.211858
37f066b5c76b2db3,6651 0.00775598
37f074a6d7953555,9179 0.22123
37f0fd3de60b25e0,3962 0.304149
37f16a2bc4ab8a79,12033 0.980806
37f182e97ec11e25,4105 0.159038
37f1bde56056809a,3493 0.154722
37f1fb13d016ba26,878 0.0203183
37f2eab220501808,11183 0.837328
37f313f13a6e4362,2476 0.18408
37f46f89d5e1dfc1,3962 0.160074
37f4c8fff5ea1a57,10267 0.322495
37f5ac4175f2c748,3436 0.122442
37f5e48ddfc11fcd,7599 0.243996
37f5f4046b1a1d99,8450 0.843605
37f678c8b43b6bf8,12090 0.99905
37f7a83146e29fb1,14178 0.349711
37f7b4c5cd58be5d,10184 0.980109
37f80511623dda23,6047 0.145468
37f813e2ab4459e6,11207 0.0663762
37f82f783f6042a2,12519 0.250596
37f86457d4db5ee4,9738 0.0751352
37f8dd6baecf5f63,887 0.0367144
37f8e57c5be1ddae,1891 0.611933
37fa907eecfb258d,9379 0.95691
37fad909d8856d0b,623 0.782435
37fb73cbd45289fc,5944 0.31481
37fe144e84ba362b,9542 0.0798584
37fe9bcef3c677da,8530 0.319851
37febd4f0da8690c,7317 0.0878124
37ff2724cf63451a,13498 0.00153161
3800913f2791ff5b,5475 0.809691
3800d931710d7e3c,982 0.408492
38016a2523642d09,4330 0.314655
38019aec61bc4c61,13714 0.994641
38025916a4e83d05,11441 0.151805
380272c50ec0b5b6,8964 0.140526
380286cd93604593,7661 0.21205
38029cceec1d1f7d,12813 0.150239
3802b954911007db,10265 0.0922859
3802d0224f011925,1054 0.803748
3803395b716e177b,11334 0.281506
380379ba7754ca62,11332 0.520022
3803911a813240ec,14673 0.302302
380394805c494753,1211 0.995286
380594274c00996c,6125 0.542753
38076851bebb1e3e,6051 0.407505
3807a4684b9bacb7,13196 0.0339668
3807e9aeb342ecff,9738 0.876051
38086509b78e7ee5,3096 0.153733
380984fc78ac6651,13638 0.129645
3809f86b66929cc3,6521 0.251841
380a4a10891ca6bc,13560 0.430444
380b979c81ab3674,4256 0.619672
380bab605b86523a,
380bdbdc67774783,8413 0.308381
380c212c035bcc35,623 0.768164
380c61370291a7b0,1068 0.313591
380dd23d9987547b,2080 0.0556918
380e12b6f01bef2c,11115 0.0824419
380e2fc0eeeee147,5911 0.0422227
38110c92b3e62125,9807 0.278583
38113d2827c2325d,1211 0.320462
3811bda2b881616c,2036 0.179417
381323fae0a97c91,7962 0.590441
38143453e2394f86,14013 0.782001
381504dea8afb676,12090 0.0878146
38159429c4336d61,12090 0.33788
3815b3d6fceda540,14703 0.441746
38162788f6787cc1,3897 0.424923
38174573b8976ce8,4407 0.513186
38183f125238034b,13714 0.179397
3818b8b764e4f229,4070 0.450956
3818df78f1a3977c,6651 0.408385
381a1ee1c9a88896,6374 0.671364
381a304578c6c7a5,13532 0.134141
381b5b2b1c9b0d6c,5479 0.480161
381c445c881b6ef2,12090 0.524723
381cb22063b62946,13662 0.123678
381ce3732b60a8e7,6991 0.566433
381d676cb5516066,12520 0.918256
381dc8a54423459c,3363 0.485427
381ee685b943a1c7,13676 0.622506
381eed4041658797,12063 0.0154304
381eee72268d9aa2,6051 0.485909
381fa8e5d2e66d33,9779 0.510736
381faf71756e84f1,12803 0.4714
381fcb2ef1d9d0fe,11371 0.414488
382025fbf58d9fb7,11781 0.955677
3820a3df508f9691,13444 0.0264184
3821ac991e4b4d3b,11283 0.401915
3822408dc99925eb,8413 0.931918
3822e9cec37df765,878 0.360772
3823824318fb5214,8119 0.0849557
3823cf38766a7097,14605 0.0941835
382425d3068b674e,12147 0.243228
3824a708b06335e5,12443 0.259109
3824b200a62bbc94,12167 0.53513
3824fc3e469bfc21,9430 0.423033
38251ca2f5429ce5,13052 0.713674
382621658f027207,4981 0.911855
382698245173cb19,14673 0.359431
382720109201d508,9738 0.828453
38272d10696b28b2,7000 0.309566
38281e62e63d0b36,6183 0.106961
38288a9518bc3698,9633 4.41505e-05
382a57af17d151f5,11728 0.160836
382b6d65fb30f37d,9042 0.000385675
382bade72cf37909,11656 0.384211
382c27426972df66,5906 0.0943766
382c4c08acd3fb30,2339 0.838623
382cad8a56fd1ea9,9738 0.554721
382da1cf3f1b4ef1,14605 0.183282
382f3851d741a797,7779 0.0307279
382f42d45604dc28,3639 0.20004
382f72827b242cfd,5046 0.0209038
383078fe4e4ed48f,3926 0.221598
3830c5a42cb38e97,12090 0.787832
38314f7facfba67d,10267 0.807045
3831580efe47778c,14058 0.687652
383179de5efba57d,12090 0.0494618
3831e57f2ba84096,10028 0.995358
3831f634354e78fa,5554 0.143692
383209f1ebba3d3c,6651 0.239667
3832f02ca9246f2d,4712 0.429986
3834cd652b32c3d6,136 0.791544
38362af4e7ae3830,8626 0.0166138
3837a4662cfa7d5d,1440 0.986879
3838a68f82eb4ff4,9738 0.811122
3839917a62b64b6f,13638 0.116597
3839c28bd627efa0,6651 0.0675235
3839ecea796e96aa,7746 0.296642
383a003b4d559e56,13979 0.287106
383b4fb1ef0f41c1,1403 0.956808
383b7daec3d6d718,10584 0.252497
383c48052fc6c019,1447 0.486003
383cff294fd16b5a,7837 0.41658
383d6b89ce194837,10139 0.329678
383ef22844bbc5c0,13790 0.161085
383f5e80160e3f90,2865 0.769955
3840c8ee9ab871bd,5791 0.361749
3840ea3b92326f19,14019 0.82189
3841dcfb58cad6d8,193 0.655791
3841fd16838bf259,12055 0.116627
38427b6827060a07,10067 0.149659
38437ba30fd49022,623 0.693117
3843f58958351bcb,14174 0.616713
3844c9250f84a4c8,13171 0.161303
3845b1bca9ab461a,6945 0.344112
384a2c596eefc574,9779 0.263546
384aae0816be7edb,9738 0.283434
384ac62c1aa8854a,4357 0.435052
384ae44a5b9b3ddb,2049 0.0357403
384c2f2252d93147,7383 0.521487
384c49abc1a30a7c,13208 0.606221
384ca12c2a2fbaef,7008 0.793925
384ddeced4f80725,661 0.032059
384de91cbccc0efb,2049 0.507664
384df2faf0e7e38a,5102 0.287458
384e2c4e5091b876,3535 0.213411
384e31129b57a440,2393 0.158489
384fe9ac15f04bc1,1062 0.543679
385042f62d7f7de1,10101 0.378694
3850bc3bff430e34,6051 0.16412
3850d807bff3b978,5479 0.444987
3851682a532fc2f4,12090 0.523542
385312e47b130e0a,12374 0.244876
38532025276512d3,1213 0.847922
3853ee630ba0b680,14790 0.257102
3853feda499db226,11236 0.355598
385439369dcdde0c,9738 0.828255
38549e96755bf78b,8395 0.582797
38553c3e9699d07b,1628 0.231461
38558851b76b5c19,7130 0.0533803
38587b14e64c688b,14930 0.128541
3858efa2382f8db5,9738 0.155687
3859642428a629db,12973 0.140924
3859a047b634d539,2895 0.496443
385a06fa6103c051,13475 0.176822
385b213cba8f42da,10536 0.274224
385bb1eab4271dac,4551 0.378032
385c281c61d6f628,364 0.77646
385d47f49b3584eb,12518 0.0153663
385d9411389b1c96,6290 0.478675
386140e5f15c7169,4034 0.456898
38618c00e5b081fc,9642 0.556404
3861f367257d3fc1,620 0.952388
38620a3ee95b8e8b,1891 0.347261
3863f69dcbbdfbee,12090 0.27118
38644721602d6714,136 0.343993
386474c073a0cc66,1847 0.0202779
3864e7f2683354bd,11888 0.74744
3865b20513250608,12090 0.686884
386809c1d1d657c8,6134 0.170446
38680ed0828185a3,12090 0.979919
386823dff55f459b,10184 0.559709
38683d66893386e0,623 0.903627
3868630e72a01fda,14398 0.126194
3869e471e5739135,12609 0.677629
3869eba7ef91a324,7496 0.179238
386a0e3b3766df8b,4551 0.556628
386a6b1b6001fc92,7764 0.78288
386b83753c231aeb,7383 0.243524
386b9d0087373b47,11371 0.0644879
386be52f35f2ebbf,13154 0.0503097
386ce4ff9b77dbd9,10291 0.187084
386d46dc3adef7e1,9738 0.6397
386d80432e9ee171,3055 0.722104
386db649b5f998a1,11207 0.15267
386dc8246a9aafb4,8252 0.301084
386e7ccba6221ff0,7584 0.573005
386ef8d22ac01213,878 0.0614463
386f50c2f8c68e5f,13444 0.0874042
386f7dae5a0d20a0,6699 0.763117
386fb06ea71da54f,12712 0.435401
3870fc6caa831dba,10649 0.125286
3871944298ff54b0,9694 0.60603
38723a7744263e7e,6125 0.359473
3872c6461b6d2302,1906 0.533585
3872d7d6f6cdc624,12869 0.147417
3872d83b68a30178,4024 0.255331
38732db821495e8d,7629 0.125801
38740732381149df,4404 0.367983
38746c99b4f1a94e,7094 0.598721
3874c897f49e1acc,13676 0.549376
3874d23248c9794e,1831 0.970628
3874fdde5011eed2,14105 0.387736
387500b343b83af8,8964 0.814733
3875c74b55048c3b,2450 0.686655
3875e2443e6eded9,653 0.204108
3876a34a64ccd77a,9605 0.379141
387795a465e35ff5,341 0.183495
3877b97978a9b944,7094 0.319469
38782cae724f96b3,5460 0.624377
3878693f36e2dc7a,2457 0.998067
38793a23884bd038,10028 0.516144
387ac4900240e264,4035 0.638015
387aebb85f7e4f45,8787 0.800861
387afb467d96cc4f,6051 0.185506
387c142107fbcd7f,11236 0.389768
387c9cce5ea92646,9738 0.961491
387ca9331ff7fc50,6628 0.393186
387df9309a676531,6599 0.513181
387e6437625b3fdf,11621 0.129189
387ed05712e2ab8d,719 0.415979
387efd963c277611,456 0.436693
387f6714f078f1cf,11332 0.380987
387ff83e21fda1a1,6793 0.430503
38806f2f87346e73,10587 0.428209
388076e07e092f4e,4645 0.0967943
388080262954b452,13005 0.0730504
388090a40710159f,8649 0.456139
38814bb6ab487cbe,11603 0.141101
3881eb8f551c1c9b,6558 0.184698
3882a7e43d1b2e66,10067 0.000271473
3882db75584e7eb0,14508 0.518071
38831ebcc1907111,449 0.127637
38837c08d90550c0,12090 0.940303
3884239ff42ce9f8,3797 0.382597
388677115b896cc1,11643 0.281773
3886e57c81701023,13714 0.234897
388764da9a8b4b4a,10578 0.707579
3887fc7062ca4326,623 0.593407
3888cd09f00430f7,4875 0.804503
388a42a743c98bff,6628 0.124405
388aa30cbfa0d71b,12460 0.189868
388b69e735839f79,5955 0.824597
388b758f12bd232e,2999 0.103391
388bf0bed9f49f81,6051 0.642354
388e3842bbf36157,7721 0.000349138
388e3d8aa02277fb,6051 0.00238476
388e56e4b8ec5ddb,14479 0.31437
388ef3dd8107a2d5,4645 0.976446
388f281936dba9ed,6651 0.391782
388f60f4a1ceff8b,1280 0.135132
388fc272f2106cca,9385 0.372767
388fe209b05daa0a,2093 0.489948
388fe7120656bbe1,1725 0.19149
388fef5f4b2234d0,6257 0.457857
389044dbedebdb7d,7847 0.503261
3891c0af0788b126,4330 0.000394427
3891dc4227b8f59e,4551 0.760152
3892307c05bc989c,3639 0.972496
38929a27f2e52d8e,6388 0.589964
389336899f8c8bd5,6513 0.227729
3893612a1a04af03,6125 0.507157
3893b7ab017e8ec1,1546 0.30143
3893ba7a6d460a4e,6241 0.26934
3894187659977898,13170 0.441018
38942729d33c9d0c,30 0.300193
38947c36df8477ef,12520 0.219461
38951f4898a222f4,12974 0.0160026
38956f31e43943ae,6651 0.974137
38958dac645c236e,8163 0.132714
389691330971c53c,1054 0.71563
3896dfae1796009e,10223 0.263308
389735270ad1f044,7496 0.619784
389759676f2dc59f,4364 0.0495624
3897d312850c1762,13526 0.180051
38985706500ae907,13334 0.441705
389970d8259f4d2e,11371 0.965014
3899d628f8765f90,9471 0.335362
3899e2237e173b49,4980 0.521506
389bf86ad997e548,14673 0.816501
389c33cdc949d55c,13707 0.555373
389d9c237ac5497d,938 0.123757
389eb41d5c2ea744,14845 0.16079
389efe027d18f01d,1794 0.521414
389f65da97c031d3,6043 0.470071
389fda20f02f7e2b,6438 0.899097
38a052237042ccd7,5570 0.324564
38a0ac139f9d34b0,7599 0.0736405
38a0eb6c9ede8d02,10294 0.151295
38a1344123d09e1a,13584 0.0169849
38a14182cdc758bf,7298 0.883332
38a1ebbd4bd9761c,10688 0.00957243
38a2297c14b48cef,9738 0.0441038
38a260d1fe4532ca,1891 0.599901
38a287ef8cf44295,12503 0.418029
38a2a64d625768f5,10577 0.413744
38a354e83abeb760,4645 0.190997
38a44f6c884fb151,6679 0.0594987
38a5624418bf8a96,10255 0.0374569
38a69fb049d18be3,2612 0.186951
38a6d36aea0a4a23,7821 0.294317
38a9ded7e431ef3c,8809 0.0134654
38a9f9fdd4d446b4,218 0.219827
38aa0255c3f41a07,10291 0.51813
38abc71eeb0d39e8,6651 0.150005
38ac5318c87a1f59,8441 0.439483
38acd161cd3174bc,3154 0.759062
38acef0bdafe95eb,515 0.603269
38ad4919a267d538,13944 0.00160892
38add039dc20a5c9,11671 0.734541
38adf25788a34505,8063 0.995012
38ae067f4442ebed,9275 0.149635
38ae6e39997a712a,5695 0.761409
38af33c032b8b85a,14164 0.177419
38b02aadbedfd116,3853 0.0208952
38b06d2cf3b53d2c,10101 0.494737
38b16c1ead65160c,7052 0.605593
38b21d5f7fdf34bd,4313 0.135793
38b22f0d2b9315ac,1211 0.836833
38b284993dea0832,1834 0.751148
38b298ae84f64618,2802 0.0411278
38b31a87f5690f08,2032 0.844143
38b3255f9cb45636,11222 0.954994
38b3c3e80d3cb286,3493 0.0918273
38b47f34e8396a51,9779 0.277627
38b51de067b5590e,12090 0.774662
38b5a5205bb8884b,7661 0.0103042
38b63f42869811ec,13011 0.237947
38b66f45b18a3543,5470 0.317021
38b69e429ada2cf9,9081 0.215594
38b6b24fe28682ee,4296 0.0813014
38b775524835c476,5994 0.867671
38b80ef2f8aa1cae,7042 0.523052
38b86d69b246e643,14790 0.485688
38b8a6668510183e,6051 0.299559
38b8e5c4d1422a67,6696 0.351958
38b90520417aca51,14469 0.37253
38b9053920230ae6,13676 0.903823
38b9322d10c2b447,10531 0.972121
38b9ea282adf3cf6,81 0.431248
38bab937c3238656,12046 0.0588544
38bc02354a96e4b4,12090 0.548848
38bd663f7e1a1f6f,13382 0.314554
38bdaa8a8a7e998c,13661 0.352241
38bddd85c03ae11c,9231 0.0515661
38bea247e8c05205,4801 0.660502
38bfa9e16ced7555,11739 0.632896
38c08062cb3d978c,5063 0.998729
38c0b21b7309be56,1625 0.953664
38c0f0b55ffbf550,623 0.956824
38c184d85f3a82ae,12220 0.319266
38c20514e3698f19,6051 0.0833473
38c3d395c7f9a33a,6029 0.378813
38c3ed4be6162216,7204 0.175798
38c42f0b6dedca9a,2676 0.187004
38c4d7a48c8b92a6,2594 0.479351
38c602441195a8a5,6051 0.503239
38c64b0d8cc2b5f9,4686 0.849327
38c77d3b3af555f7,13308 0.0830944
38c7fe4d7e489895,2103 0.2915
38c833e02de09c61,11610 0.0157778
38c9425b66bf26db,3924 0.703823
38c9556b38af4d8b,10681 0.311679
38c9a0dd8d5ab160,6043 0.47945
38c9cbc983e85d80,12412 0.70957
38ca39e8b253088e,9675 0.000492746
38ca4049e1e9b254,7420 0.225323
38ca7e9ffe7b1eee,626 0.0539173
38cadae0e30785a7,1305 0.342056
38cb091582c6c660,4645 0.0570222
38cdb78f536f8415,14703 0.234176
38ce614e31b4efc5,6241 0.0503069
38d0211561e61922,8033 0.182912
38d08adbe78b1f7f,12090 0.15442
38d1243090e98e50,5479 0.0155766
38d16ca1335e6ea4,2877 0.135657
38d18cde69f4f418,14013 0.118571
38d30ae86ea0c815,10280 0.636453
38d4231214d25578,6696 0.179925
38d4643195f75a9b,95 0.0824382
38d46a780f18be78,2758 0.233216
38d4e0823c77f7e5,4987 0.0968876
38d52f41b901cf72,4194 0.161978
38d55908d4967137,10443 0.23088
38d634e6c2d2bf1b,
38d64af1370ce9cd,6051 0.0256975
38d6e92ac26f1e2e,12419 0.883127
38d6fc93900c2381,9738 0.448266
38d7d9114bf406d0,3838 0.101769
38d8a0f631ff0134,13444 0.164861
38d8e4a2c7f46dd8,2213 0.703089
38d971d83cc3909c,13887 0.00463977
38d9afc090ad6a72,10525 0.798218
38da065e93a32aba,2145 0.987804
38da46e0b90e4e93,5364 0.252708
38dacb85126c0abf,7635 0.47413
38daeae7b04bd657,428 0.0185593
38db09f433deb35b,11671 0.99158
38dd02639bf5536d,6351 0.420643
38dd98d9eae7d2b7,6916 0.185351
38de172d38a79b4c,6599 3.18588e-05
38df02fba7152e55,623 0.860793
38df5ca8d8332f5b,14703 0.947481
38e097eab1da6861,612 0.143534
38e0accf90173478,5718 0.068997
38e102c558fdc3d8,6125 0.557516
38e3e8ff2ea28f94,12062 0.0360904
38e421b34acac9f0,10388 0.338593
38e44467eebad39b,9447 0.217511
38e5ab68968e3a85,11565 0.481309
38e606b436b29b81,6651 0.120935
38e62c662351d249,7042 0.00291342
38e63ce2d53ae9e1,12388 0.490907
38e66d046826b2a3,8241 0.494992
38e896f5f81ebf77,12090 0.412978
38e9462da54bc8fb,10291 0.653358
38eb47d128d5885f,1673 0.254523
38ec26bef9da8214,10495 0.440197
38ec6ad001939ac2,12090 0.110514
38ec7879f817a8b9,13011 0.363874
38ed67826252a0b9,4018 0.185259
38edd67604bf30a9,12046 0.425293
38ede1b745668ab4,8392 0.429257
38ef11d26aeceb05,11825 0.133646
38ef63c61c55eaba,12992 0.212441
38efea4a476ef349,9638 0.0797987
38f0c9751ceb79b7,1640 0.0779795
38f182f586a219a2,14010 0.127703
38f19d13dd64b76c,4555 0.197222
38f19f6bd6e250cc,2665 0.998994
38f1cd5111a72cc4,
38f24f797cdec626,13444 0.880594
38f281e890b08eb7,199 0.653437
38f375a1b6754a06,2459 0.694181
38f39377d12ae796,2986 0.141476
38f4c9b4cb2c5cb5,10111 0.474987
38f5514045ad4487,8765 0.094949
38f560584c99caae,13176 0.95813
38f5f7cac3e816c8,2594 0.10033
38f66f5b3543e20a,5554 0.465748
38f685336468aaa9,9779 0.000525837
38f734a426e5135c,13417 0.307124
38f891d87e5d1fab,9738 0.571368
38f95ef659b6f04b,9738 0.000537191
38f9cda080471f1d,884 0.377594
38faa5f1d3a42bb1,6125 0.0940498
38fbcd90bc35003d,1891 0.443281
38fc17bb3d178b3a,4194 0.199467
38fd4f3830bd1008,13638 0.199563
38fd7d59ec83c58c,7922 0.636161
38fd976444104f64,5491 0.207529
38fe1ef8efef4877,8413 0.970874
3900c07f8497d6f0,11671 0.148304
3900d4cdf6c2928d,7414 0.145178
390190bf011fcb12,1546 0.722974
3901e87fcbee4291,12090 0.108321
3901f9e403f41931,6599 0.00135859
39027ff04dc1be1c,9873 0.701474
39028085aa96afa6,9738 0.578033
3902872cc7000925,3804 0.902556
39036a1ac8f69761,9245 0.531762
3903c21221e47ab5,10655 0.230436
390453cea126cb87,2802 0.378297
390480758fd8befc,3986 0.428323
390492d153f5b501,7559 0.683368
39049fc49a86936c,3962 0.496106
39050a0e26fef63f,9633 0.000127393
3906c9db5b0a204b,5106 0.101815
3906cf57cb9056ce,2080 0.933333
39076a9075ced103,9434 0.0709061
3908347a856934cd,1508 0.653992
3909b10a5e6b7a3b,1678 0.346303
3909b322971cadd3,7927 0.5407
3909be3d757d424c,7000 0.401166
390a076b7e52e701,4954 0.00923062
390afe790e8f8bae,3092 0.0248194
390bf966c9df107d,12090 0.986135
390c6ba4b4c75788,9042 0.898944
390db6db3cf16106,12090 0.674741
390e363ba6e518d0,1283 0.578352
390f0b57bbd22c37,9543 0.105815
390f12c14c32d295,14675 0.752439
390f5e1d45f1c3ff,6141 0.458668
3910b28d21b5af1b,12075 0.313994
3911103ff9b6d293,7285 0.218986
3911af52718829f4,12147 0.352819
3911b9c99f8651e5,8724 0.69508
3911dbcf1a116ab9,2658 0.101611
391209e7fe4aed3f,1512 0.121671
3912239903acd207,13444 0.207755
3912651945133e55,12761 0.287242
3912c7b008cbbac9,2227 0.000461046
3912fa98050d218c,9738 0.889643
3914a76b1573ec93,3493 0.131603
3914d75589d64803,1211 0.0669275
3914e99b3b8b5902,6051 0.965203
3915bb455ffe48d5,813 0.485053
39161e6869fbb524,10139 0.78185
3916217cb6210e8a,9738 0.354618
391630c3e5106721,623 0.543988
3916aa48a7db7d4d,5554 0.191078
3916b59798a2c9c4,13638 0.198928
3916b98342d29c27,9356 0.425408
